-0.6230011,-0.4356079
-0.37493896,-0.57943726
-0.81448364,-0.12768555
-0.5172882,-0.13934326
-0.019714355,-0.22741699
-0.28067017,-0.32781982
-0.7531128,-0.09176636
-0.7036438,-0.032348633
-0.1712799,-0.48760986
-0.6916504,-0.35110474
-0.38729858,-0.043914795
-0.9072571,-0.50024414
-0.6993408,-0.14944458
-0.5331116,-0.28399658
-0.26467896,0.024627686
-0.31707764,-0.32556152
-0.20095825,-0.5144043
-0.576355,-0.7018738
-0.36190796,-0.30734253
-0.963562,-0.19137573
-0.84243774,-0.06008911
-0.48095703,-0.3513794
-0.79776,-0.09799194
-0.6044922,-0.09301758
-0.40341187,-0.2494812
-0.40545654,-0.23477173
-0.5796509,-0.45336914
-0.92367554,-0.19717407
-0.5,-0.11099243
0.07070923,-0.23406982
-0.5895996,-0.41601562
-1.0025024,0.050079346
-0.5684509,-0.34732056
-0.5411377,-0.40411377
-0.42486572,-0.28744507
-0.7548218,-0.016815186
-0.5986023,-0.36431885
-0.5408325,-0.21688843
-0.3253479,-0.3723755
-0.8820801,-0.7947998
