-0.7788086,-0.4180603
-0.83995056,-0.21585083
-0.23757935,-0.5336304
-0.4439087,-0.89489746
-0.3494568,-0.7279053
-0.67559814,-0.39904785
-0.2718811,-0.45159912
-0.51651,-0.39318848
-0.4664917,-0.65844727
-0.65045166,-0.5028076
-0.46276855,-0.45272827
-0.13970947,-0.6670227
-0.3781433,-0.6980591
-0.8755493,-0.5873718
-0.3072815,-0.6479187
-0.35101318,-0.5288391
-0.4446411,-0.62423706
-0.6418457,-0.16333008
-0.3907776,-0.21600342
-0.57684326,-0.4946289
-0.30895996,-0.65148926
-0.40805054,-0.5444641
-0.37469482,-0.535202
0.068237305,-0.52963257
-0.45669556,-0.28253174
-0.4378357,-0.34640503
-0.41845703,-0.36001587
-0.4161377,-1.1411743
-0.65045166,-0.25942993
-0.62872314,-0.37023926
-0.21200562,-0.2852173
-0.2698059,-0.5650635
-0.46350098,-0.44317627
-0.27954102,-0.2770691
-0.19006348,-0.5933533
-0.17376709,-0.5331726
-0.42971802,-0.48651123
-0.63916016,-0.057281494
-0.67160034,-0.15444946
-0.75665283,-0.64837646
-0.20721436,-0.51342773
-0.29492188,-0.10601807
-0.6779785,0.21038818
-0.43218994,-0.2246399
-0.8158264,-0.037506104
-0.4804077,-0.29785156
-0.112091064,-0.62942505
-0.60388184,-0.106903076
-0.51794434,-0.5862427
-0.29870605,-0.34979248
-0.4356079,-0.52908325
-0.47564697,-0.40985107
-0.14660645,0.1161499
-0.79776,-0.43267822
-0.60531616,-0.37298584
-0.4350586,-0.11462402
0.013305664,-0.23651123
-1.0148926,-0.5160217
-0.6860657,-0.39468384
-0.4883423,-0.38302612
-1.0186768,-0.10372925
-0.864624,0.8788452
-0.4163208,-0.13140869
-0.32208252,-0.005554199
-0.43988037,-0.00050354004
-1.4483948,-0.12741089
0.010772705,-0.23071289
-0.68084717,-0.40185547
-0.69573975,-0.42922974
-2.1786194,-0.47705078
-0.3713379,-0.19348145
-0.8966675,-0.27331543
-0.80355835,-0.085510254
-0.95040894,-0.06695557
-0.4967041,-0.18661499
-0.4048462,-0.22698975
-0.5189209,-0.39331055
-0.92996216,0.038116455
-0.5875244,-0.23477173
-0.17480469,-0.70077515
-0.35603333,0.008056641
-1.354065,0.4505005
-0.5520935,-0.36392212
-0.6798096,-0.37490845
-0.32208252,-0.23068237
0.37683105,-0.28356934
-0.3383789,-0.67056274
-0.64971924,-0.6097412
-0.52841187,-0.61216736
0.5187988,0.0040740967
0.05230713,-0.19171143
-0.4010315,-0.7357788
-0.5407562,-0.33442688
-0.93730164,0.011672974
-0.4076233,-0.011138916
-0.7081909,-0.14523315
