-0.4053955,-0.58888245
0.19238281,-0.13388062
-0.23834229,-0.11291504
-0.45220947,-0.66070557
-0.11703491,-0.4356079
-0.53778076,-0.22402954
-0.078430176,-0.15124512
-0.5749512,-0.44430542
-0.46377563,-0.522522
-0.10455322,-0.048217773
-0.41253662,-0.23248291
-0.49884033,-0.49597168
-0.7527771,-0.37902832
0.07043457,-0.40045166
-0.592926,-0.4987793
-0.5467529,-0.42736816
-0.77474976,-0.56381226
0.15661621,-0.19100952
-0.54504395,-0.09677124
-0.6515503,-0.60827637
-0.36761475,-0.15261841
0.049713135,-0.15853882
-0.4038391,-0.6003723
-0.7669983,-0.33843994
-0.5455322,-0.2197876
0.022369385,0.094329834
-0.2055664,-0.5222168
-0.3984375,-0.5648804
-0.67089844,-0.046905518
0.2131958,-0.28781128
-0.60806274,-0.72628784
-0.58132935,-0.22296143
-0.6759949,-0.83477783
-0.12158203,-0.3319702
-0.037597656,-0.24969482
-0.20874023,-0.38580322
-0.37512207,-0.33703613
-0.46569824,-0.21600342
-0.39312744,-0.42642212
0.043823242,-0.06021118
-0.19628906,-0.031082153
-0.5459595,-0.3848114
-0.5774536,-0.59599304
-0.6307373,-0.49594116
-0.4053955,-0.58888245
0.19238281,-0.13388062
-0.23834229,-0.11291504
-0.45220947,-0.66070557
-0.11703491,-0.4356079
-0.53778076,-0.22402954
-0.078430176,-0.15124512
-0.5749512,-0.44430542
-0.46377563,-0.522522
-0.10455322,-0.048217773
-0.41253662,-0.23248291
-0.49884033,-0.49597168
-0.7527771,-0.37902832
0.07043457,-0.40045166
-0.592926,-0.4987793
-0.5467529,-0.42736816
-0.77474976,-0.56381226
0.15661621,-0.19100952
-0.54504395,-0.09677124
-0.6515503,-0.60827637
-0.36761475,-0.15261841
0.049713135,-0.15853882
-0.4038391,-0.6003723
-0.7669983,-0.33843994
-0.5455322,-0.2197876
0.022369385,0.094329834
-0.2055664,-0.5222168
-0.3984375,-0.5648804
-0.67089844,-0.046905518
0.2131958,-0.28781128
-0.60806274,-0.72628784
-0.58132935,-0.22296143
-0.6759949,-0.83477783
-0.12158203,-0.3319702
-0.037597656,-0.24969482
-0.20874023,-0.38580322
