1211.2504,767.548,1211.7091,768.55817,336,0.45874023,1.0101929
1162.6543,819.4885,1163.2097,819.8295,336,0.5554199,0.34100342
1120.3918,754.84674,1119.9977,755.78033,336,-0.39416504,0.93359375
1168.6025,704.0625,1169.0137,705.2093,336,0.4111328,1.1467896
2496.2434,1079.1942,2496.668,1080.0823,336,0.42456055,0.8880615
2454.0981,1134.3508,2454.0566,1135.1088,336,-0.041503906,0.7579346
2432.8025,1058.0828,2430.1108,1058.6096,336,-2.6916504,0.52685547
2472.9624,1003.9226,2473.286,1003.2016,336,0.32348633,-0.7210083
1906.6569,1453.053,1906.5487,1453.7743,336,-0.1081543,0.7213135
1856.0243,1437.2715,1856.5735,1437.6239,336,0.54919434,0.352417
1870.7704,1378.9667,1871.1327,1379.3552,336,0.3623047,0.3885498
1920.6902,1394.0094,1921.181,1394.834,336,0.49084473,0.82458496
1473.2928,909.2042,1473.3558,909.68915,336,0.06298828,0.48492432
1352.8265,906.95514,1352.8348,907.66504,336,0.008300781,0.7098999
1345.71,832.3239,1346.7534,833.55457,336,1.043457,1.2306519
1470.4467,834.4155,1471.0216,835.49677,336,0.5749512,1.0812378
2133.4648,1977.2114,2133.4812,1977.4681,336,0.016357422,0.25671387
2069.642,1959.693,2068.9995,1960.2079,336,-0.6425781,0.5148926
2083.0215,1885.0273,2082.656,1885.2765,336,-0.36547852,0.24914551
2146.779,1901.6459,2146.835,1902.1654,336,0.055908203,0.51953125
1475.6859,1597.9948,1475.586,1598.3995,336,-0.099853516,0.40478516
1423.2953,1589.9016,1423.6011,1590.1481,336,0.30578613,0.24645996
1430.5945,1523.1637,1430.436,1523.3727,336,-0.15844727,0.20898438
1481.784,1531.3837,1482.1746,1531.4991,336,0.39050293,0.115478516
1261.2854,1839.8812,1261.2433,1840.7672,336,-0.042114258,0.8859863
1213.7096,1831.1617,1213.7772,1831.6974,336,0.06762695,0.53564453
1220.594,1771.9758,1220.9988,1772.7837,336,0.40478516,0.8078613
1267.0947,1780.6903,1267.9668,1781.8674,336,0.8720703,1.177124
1536.5859,895.7088,1536.2054,896.0355,336,-0.38049316,0.3267212
1496.578,894.76794,1497.2312,895.9171,336,0.65319824,1.1491699
1496.6232,865.89856,1496.6586,865.91974,336,0.03540039,0.0211792
1535.9036,866.0921,1535.9009,867.15564,336,-0.0026855469,1.0635376
1461.1759,1033.6914,1461.6808,1034.0897,336,0.5048828,0.39831543
1416.6553,1032.5682,1417.2277,1032.6566,336,0.5723877,0.088378906
1415.9496,1000.39496,1415.7703,1000.6582,336,-0.17932129,0.26324463
1460.7046,1001.3977,1460.7332,1002.10565,336,0.028564453,0.7079468
1409.0797,1475.2872,1408.5773,1475.5089,336,-0.5024414,0.22167969
1313.9318,1479.5,1315.5466,1480.0906,336,1.6148682,0.5905762
1307.7289,1418.4137,1309.0171,1418.1079,336,1.288208,-0.30578613
1403.629,1412.752,1403.5779,1413.622,336,-0.05114746,0.8699951
1925.2401,1394.6328,1926.5105,1395.8108,336,1.2703857,1.1779785
1876.0591,1410.8132,1876.5035,1411.466,336,0.444458,0.65270996
1855.8126,1379.1338,1855.7068,1379.5156,336,-0.10583496,0.38183594
1904.6086,1364.2246,1905.3458,1364.084,336,0.7371826,-0.140625
1348.9263,1013.41473,1349.6785,1013.8419,336,0.75219727,0.42718506
1303.9348,1011.5288,1304.396,1011.7588,336,0.46118164,0.22998047
1304.8975,956.56195,1306.2019,956.7044,336,1.3044434,0.14245605
1350.7253,957.92957,1351.185,958.7455,336,0.4597168,0.81591797
1383.7268,1096.0344,1384.0597,1095.4519,336,0.33288574,-0.58251953
1318.5123,1134.4419,1319.3014,1135.1272,336,0.7890625,0.68530273
1284.5342,1056.2401,1284.6965,1057.1112,336,0.16235352,0.87109375
1349.8458,1016.00964,1350.4873,1016.5198,336,0.6414795,0.51013184
2317.575,1292.575,2318.123,1293.7924,336,0.5480957,1.2174072
2296.9102,1239.9158,2297.254,1240.3734,336,0.34375,0.4576416
2379.6184,1229.96,2380.732,1231.1338,336,1.1135254,1.1738281
2402.9224,1284.0593,2402.9058,1284.5795,336,-0.016601562,0.5201416
1531.8383,950.7115,1531.5952,950.7491,336,-0.24304199,0.037597656
1468.5309,925.6399,1468.4052,926.2979,336,-0.12573242,0.65802
1485.6042,851.97205,1485.6128,852.9257,336,0.008544922,0.9536743
1550.0085,877.5333,1550.197,878.20404,336,0.18847656,0.67071533
1527.06,1063.5555,1527.0968,1063.1324,336,0.036743164,-0.4230957
1434.8344,1067.9861,1435.3595,1068.0184,336,0.5251465,0.032348633
1428.4867,945.5467,1428.9446,946.2694,336,0.45788574,0.7227173
1522.5468,940.2256,1522.4169,941.0864,336,-0.12988281,0.86083984
624.7248,1309.1794,624.35754,1310.5248,336,-0.36724854,1.3453369
