-0.66137695,-0.292511,475.90475 493.38095,476.56613 493.67346
-0.54626465,-0.24356079,575.9259 487.62964,576.47217 487.8732
-0.72198486,-0.04864502,587.0952 579.9048,587.8172 579.9534
-0.3880005,-0.66448975,477.60605 586.0606,477.99405 586.7251
-0.4621582,-0.51309204,427.83334 478.25,428.2955 478.7631
-0.5795288,-0.5740051,430.5 498.0,431.07953 498.574
-0.26452637,-0.1612854,403.5 500.0,403.76453 500.1613
-0.14642334,-0.34417725,400.77777 480.44446,400.9242 480.78864
-0.30755615,-0.58929443,664.0 625.0,664.30756 625.5893
-0.32513428,-0.52911377,644.0952 591.0952,644.42035 591.6243
-0.28112793,-0.052490234,678.0 570.0,678.2811 570.0525
-0.48077393,0.15563965,698.9048 602.9048,699.38556 602.74915
-0.505249,-0.042144775,618.62964 450.92593,619.1349 450.96808
0.20678711,0.23522949,618.0 429.0,617.7932 428.76477
-0.8634033,-1.0358887,647.0 429.0,647.8634 430.0359
-0.17993164,-0.015319824,648.0 451.0,648.17993 451.01532
-0.994812,-0.3276062,516.75 406.0,517.7448 406.3276
-0.80059814,-0.5621033,512.0 431.77777,512.8006 432.33987
0.034423828,0.08554077,468.0 431.0,467.96558 430.91446
-0.33276367,-0.35742188,473.77777 405.0,474.11053 405.35742
-0.24475098,-0.17572021,641.86664 635.3333,642.1114 635.50903
-0.43218994,-0.13720703,621.2222 641.0,621.6544 641.1372
-0.10839844,-0.1453247,617.0 616.0,617.1084 616.1453
-0.25463867,0.2642212,637.0 610.7778,637.25464 610.51355
-0.27142334,-0.09277344,529.9048 409.90475,530.1762 409.99753
-0.8180542,-0.2840271,526.0952 446.90475,526.91327 447.18878
-0.6767578,-0.5649414,466.09525 442.09525,466.772 442.6602
-0.44909668,-0.5539551,471.0 405.0,471.4491 405.55396
-0.71447754,-0.39105225,203.0 705.0,203.71448 705.39105
-0.2883606,-0.41467285,172.0 713.0,172.28836 713.4147
-0.2710724,-0.070617676,168.0 677.0,168.27107 677.0706
-0.77453613,0.03375244,198.5238 669.7619,199.29834 669.72815
-0.38388062,-0.20123291,309.0 432.0,309.38388 432.20123
-0.545105,-0.39022827,290.0 426.0,290.5451 426.39023
-0.1555481,-0.3833313,294.0 402.0,294.15555 402.38333
-0.68811035,-0.42507935,312.33334 407.86667,313.02145 408.29175
-0.5420532,-0.2906494,457.13333 665.5,457.67538 665.79065
-0.7626953,-0.277771,509.09525 671.0952,509.85794 671.373
-0.43243408,-0.55029297,502.0 711.0,502.43243 711.5503
-0.02734375,-0.1328125,450.0 705.7778,450.02734 705.9106
-0.44244385,0.07595825,568.0 448.0,568.44244 447.92404
0.06387329,-0.29086304,491.0 452.0,490.93613 452.29086
-1.1991577,-0.171875,491.09525 414.90475,492.2944 415.07663
-0.19744873,-0.013885498,564.9048 410.90475,565.10223 410.91864
-0.5305176,0.1048584,541.0 588.7778,541.5305 588.6729
-0.87768555,-0.44934082,553.0952 635.0952,553.9729 635.54456
-0.52978516,-0.39990234,516.0 658.0,516.5298 658.3999
-0.4750061,-0.3062744,505.0 611.0,505.475 611.3063
-0.17980957,-0.5331726,627.0 344.0,627.1798 344.53317
-0.5101929,-0.47387695,588.0 323.0,588.5102 323.47388
-0.4675293,-0.3501587,603.0606 272.39395,603.52814 272.7441
-0.5974121,0.0211792,641.5 293.86667,642.0974 293.8455
-0.5233154,-0.32269287,569.0 504.0,569.5233 504.3227
-0.25280762,-0.6286621,584.0741 417.14816,584.3269 417.77682
-0.24713135,-0.27944946,650.0 437.0,650.24713 437.27945
-0.117492676,-0.30023193,636.0 524.0,636.1175 524.30023
-0.5092163,-0.2429657,495.90475 196.90475,496.41397 197.14772
-0.3578186,-0.35325623,476.90475 193.09525,477.26257 193.4485
-0.41906738,-0.36769104,478.90475 166.09525,479.32382 166.46294
-0.65841675,-0.11230469,498.0 170.0,498.65842 170.1123
-1.1452026,-0.54177856,563.0 429.0,564.1452 429.54178
0.030151367,-0.45846558,515.0 430.5,514.96985 430.95847
-0.27789307,-0.020629883,516.0 403.77777,516.2779 403.7984
0.25048828,-0.6488037,563.0 402.0,562.7495 402.6488
-0.46600342,-0.29318237,579.9048 448.90475,580.3708 449.19794
-0.26733398,-0.22799683,596.0 432.5,596.26733 432.728
-0.6879883,-0.21487427,619.9048 442.90475,620.5928 443.11963
-0.9099121,-0.18652344,604.0 459.5,604.9099 459.68652
-0.18920898,-0.14007568,670.0 553.0,670.1892 553.1401
0.048095703,-0.23730469,678.0 525.0,677.9519 525.2373
-0.49072266,-0.54608154,723.0 534.0,723.4907 534.5461
-0.67633057,-0.19091797,716.4167 562.6667,717.093 562.8576
-0.5168457,-0.50712585,496.0 247.0,496.51685 247.50713
-0.5977783,-0.27450562,418.0 241.0,418.59778 241.2745
-0.3229065,-0.017089844,443.0 193.0,443.3229 193.01709
-0.74731445,-0.21046448,519.0 198.0,519.7473 198.21046
-0.39678955,0.035827637,300.0 611.0,300.3968 610.9642
-1.0290833,-0.44055176,344.0 620.0,345.02908 620.44055
