-0.21209717,-0.60491943,654.0 631.0,654.2121 631.6049
-0.2788086,-0.5527344,770.0 625.0,770.2788 625.55273
-0.4418335,-0.38879395,805.26666 750.0,805.7085 750.3888
-0.09661865,-0.095214844,676.9048 757.9048,677.0014 758.0
-0.006286621,0.024169922,685.0952 542.9048,685.1015 542.8806
-0.54003906,-0.23266602,665.0952 513.9048,665.63525 514.13745
-0.4350586,-0.29638672,697.0 494.0,697.43506 494.2964
-0.63757324,-0.22265625,717.2222 522.0,717.8598 522.22266
-0.70410156,-0.5378418,440.09525 444.09525,440.79935 444.6331
-0.25930786,-0.07501221,433.62964 472.07407,433.88895 472.14908
-0.49523926,-0.62210083,388.09525 470.09525,388.59048 470.71735
-0.2715149,-0.7468262,396.0 443.0,396.2715 443.74683
-0.35455322,-0.2788086,604.0 606.0,604.35455 606.2788
-0.35144043,-0.28503418,584.2222 611.55554,584.57367 611.8406
-0.7119751,-0.32055664,580.0 587.5,580.712 587.82056
-0.2456665,-0.31066895,599.9048 582.0952,600.15045 582.4059
-0.6221924,-0.3302307,432.0 460.0,432.6222 460.33023
-0.66503906,-0.40740967,426.0 500.0,426.66504 500.4074
-0.39657593,-0.7343445,363.0 495.0,363.39658 495.73434
-0.04095459,-0.7012634,371.0 455.0,371.04095 455.70126
-0.4912567,-0.70965576,148.90475 661.0952,149.39601 661.8049
-0.2871704,-0.6062012,116.93939 668.3939,117.22656 669.0001
-0.32058716,-0.3517456,113.90476 633.0952,114.22535 633.44696
-0.9165344,0.3701172,145.0 627.0,145.91653 626.6299
-0.6700134,-0.10494995,285.66666 386.25,286.33667 386.35495
-0.45266724,-0.23248291,266.77777 380.0,267.23044 380.23248
-0.08291626,-0.13308716,271.0 356.0,271.08292 356.1331
-0.7270508,-0.24380493,289.44446 362.22223,290.1715 362.46603
0.10522461,0.20800781,526.0 736.0,525.8948 735.792
-0.69696045,0.123168945,577.9048 741.9048,578.60175 741.7816
-0.6218262,-0.4406128,571.0 782.0,571.6218 782.4406
-0.33666992,-0.45819092,518.25 776.1667,518.5867 776.6249
-0.15039062,-0.57577515,454.5 398.5,454.6504 399.07578
-0.53564453,-0.13302612,383.90475 402.90475,384.4404 403.03778
-0.26553345,-0.7425537,389.09525 370.09525,389.36078 370.8378
-0.502594,-0.72003174,456.90475 366.09525,457.40735 366.81528
-0.22253418,-0.8518524,658.0952 211.09525,658.31775 211.9471
-0.24591064,-0.023208618,639.7778 212.0,640.0237 212.02321
-0.26507568,-0.70877075,637.0 191.0,637.2651 191.70877
-0.73114014,0.18695068,654.9048 190.90475,655.6359 190.7178
-0.31195068,0.26617432,502.90475 695.9048,503.2167 695.6386
-0.7267456,-0.14971924,514.0952 746.9048,514.82196 747.0545
-0.082092285,-0.395813,476.77777 769.44446,476.85986 769.8403
-0.50527954,-0.1383667,466.0 718.0,466.50528 718.13837
-0.36663818,-0.56855774,591.0 235.0,591.36664 235.56856
-0.40826416,-0.31721497,552.5 214.0,552.90826 214.31721
0.13427734,-0.5097046,568.0 164.0,567.8657 164.5097
-0.24902344,0.17451477,605.9048 185.90475,606.1538 185.73024
0.04852295,-0.47912598,615.0 536.2222,614.9515 536.70135
-0.076416016,-0.68878174,652.0 534.0,652.0764 534.6888
-0.64208984,-0.7201538,653.3939 560.0606,654.036 560.78076
-0.33795166,-1.1236572,617.0 562.0,617.33795 563.12366
-0.16796875,-0.30197144,691.9048 402.90475,692.07275 403.20673
-0.38165283,-0.3539734,705.26666 318.0,705.6483 318.35397
-0.52056885,-0.2522583,770.5 337.5,771.02057 337.75226
-0.3862915,-0.5232544,757.62964 422.07407,758.0159 422.59732
-0.69052124,-0.36653137,469.90475 149.90475,470.59528 150.27129
-0.3461914,-0.018676758,450.5 146.0,450.8462 146.01868
-0.3416748,-0.48088837,452.86667 118.333336,453.20834 118.814224
-0.5467224,-0.32265472,472.0 122.22222,472.54672 122.544876
-0.74212646,-0.760376,490.90475 390.09525,491.64688 390.85562
-0.63442993,-0.20907593,445.0 392.0,445.63443 392.20908
-0.42370605,-0.22192383,447.90475 367.09525,448.32846 367.31717
-0.08300781,-0.39575195,493.0 365.5,493.083 365.89575
0.0040283203,-0.4741211,641.9048 439.09525,641.90076 439.56937
-0.46588135,-0.39874268,657.5 423.0,657.9659 423.39874
-0.16619873,-0.4902649,682.5 433.0,682.6662 433.49026
-0.6378784,-0.24093628,666.9048 449.90475,667.54266 450.1457
-0.24176025,-0.17706299,750.0 525.0,750.24176 525.17706
0.20428467,0.013000488,756.0 499.0,755.7957 498.987
-0.23950195,0.09588623,800.0 508.0,800.2395 507.9041
-0.82421875,-0.501709,795.0 534.0,795.8242 534.5017
-0.3757019,-0.9233856,417.26666 166.0,417.64236 166.92339
-0.7307739,-0.6264038,346.09525 162.09525,346.82602 162.72165
-0.49542236,-0.67341614,371.09525 119.09524,371.59067 119.768654
-0.4036255,-0.08602905,440.90475 122.90476,441.30838 122.99079
-0.16043091,-0.35699463,353.53333 680.26666,353.69376 680.62366
