-0.14935303,-0.1637268,741.0 367.0,741.14935 367.16373
0.101989746,-0.4024353,827.9048 362.90475,827.8028 363.3072
-0.32647705,-0.5316467,859.0952 430.90475,859.4217 431.4364
-0.054138184,-0.09915161,765.0952 435.90475,765.14935 436.0039
-0.61901855,-0.43115234,477.0 534.2222,477.61902 534.6534
-0.07904053,-0.27679443,479.44446 553.2222,479.5235 553.499
-0.3685608,-0.13244629,452.86667 555.6667,453.23523 555.79913
-0.6378479,-0.43640137,450.0 536.5,450.63785 536.9364
-0.33337402,0.018615723,558.0952 560.9048,558.4286 560.88617
-0.52893066,-0.3939209,543.0 532.0,543.52893 532.3939
-0.4281006,0.24639893,574.62964 512.9259,575.05774 512.6795
-0.6477661,-0.36151123,590.0952 540.0952,590.743 540.4567
-0.25878906,-0.56448364,570.86664 384.33334,571.1254 384.89783
-0.1640625,-0.003540039,570.7778 363.0,570.94183 363.00354
0.21502686,-0.8180237,600.0 363.5,599.785 364.31802
-1.2846069,-0.02557373,600.0 385.0,601.2846 385.02557
-0.7630005,-0.3826294,574.0 491.0,574.763 491.38263
-0.42755127,-0.6140137,570.0 521.0,570.42755 521.614
-0.4333496,-0.3503418,521.13336 519.5,521.5667 519.85034
-0.614563,0.07821655,526.2222 490.0,526.8368 489.92178
-0.57977295,-0.34173584,586.0 692.0,586.5798 692.34174
-0.17669678,-0.025024414,566.0 698.0,566.1767 698.025
-0.12420654,0.14624023,562.0952 671.9048,562.2194 671.75854
-0.5437622,-0.3456421,582.0 666.0,582.54376 666.34564
-0.3494873,-0.08685303,616.0 536.0,616.3495 536.08685
-0.055664062,-0.11828613,615.0 580.0,615.05566 580.1183
-0.33935547,-0.5150757,550.0 575.0,550.33936 575.5151
-0.026000977,-0.25665283,552.9259 531.37036,552.9519 531.627
-0.78809357,-0.046081543,108.37037 790.9259,109.15846 790.972
-0.03866577,-0.40252686,74.07407 800.37036,74.11274 800.7729
-0.4605713,-0.10571289,71.09524 759.9048,71.55581 760.0105
-0.8216629,-0.21862793,105.09524 751.0952,105.9169 751.31384
-0.61180115,-0.45770264,244.0 451.5,244.6118 451.9577
-0.6919098,-0.29119873,224.0 446.0,224.69191 446.2912
-0.7685089,-0.36312866,228.09525 421.09525,228.86375 421.45837
-0.8174591,-0.080200195,247.90475 427.09525,248.72221 427.17545
-0.22039795,-0.5952759,626.0952 622.0952,626.3156 622.6905
-0.8192749,-0.22772217,678.0 628.0,678.8193 628.2277
-0.3675537,-0.25946045,672.0952 667.9048,672.46277 668.16425
0.27508545,-0.25933838,620.0 662.0,619.7249 662.25934
-0.64056396,-0.65411377,321.26666 525.0,321.90723 525.6541
-0.6095276,-0.29107666,238.90475 529.9048,239.51428 530.19586
-0.6034851,-0.045135498,252.5 486.13333,253.10349 486.17847
-0.35614014,-0.06604004,330.90475 481.90475,331.2609 481.9708
-0.66534424,-0.19296265,638.0 278.5,638.66534 278.69296
-0.67541504,-0.2220459,619.0 279.5,619.6754 279.72205
-0.113342285,-0.56036377,616.7778 257.0,616.8911 257.56036
-0.35943604,-0.31152344,635.5 256.5,635.85944 256.81152
-0.4428711,-0.288208,643.0952 703.0952,643.5381 703.3834
-0.5385742,-0.38757324,660.0 759.0,660.5386 759.3876
0.039123535,-0.4064331,617.9048 782.9048,617.86566 783.3112
-0.41949463,-0.1850586,602.0 727.0,602.4195 727.18506
-0.76257324,-0.6128845,485.09525 357.90475,485.85782 358.51764
-0.38562012,-0.10839844,446.09525 336.90475,446.48087 337.01315
-0.24407959,-0.44735718,462.0 285.0,462.24408 285.44736
-0.5166626,-0.010467529,501.0 307.0,501.51666 307.01047
-0.3772583,-0.18811035,635.5 446.0,635.87726 446.1881
-0.41400146,-0.4170227,662.0 448.0,662.414 448.41702
-0.7807007,-0.17608643,658.0952 468.09525,658.8759 468.27133
0.04815674,-0.21777344,632.0952 465.90475,632.04706 466.12253
-0.57855225,-0.62612915,514.0952 216.09525,514.67377 216.72137
-0.17260742,-0.5532532,529.0741 134.14815,529.2467 134.7014
-0.7003784,-0.6504669,593.0 153.0,593.7004 153.65047
-0.77038574,-0.5141907,579.0 235.5,579.7704 236.01419
-1.0857544,-0.4747162,433.66666 226.86667,434.7524 227.34138
-0.6534424,-0.6894684,414.22223 223.0,414.87567 223.68947
-0.123535156,-0.43424988,416.90475 196.09525,417.0283 196.5295
-0.17553711,-0.2539673,436.0 200.0,436.17554 200.25397
-0.732605,-0.5770874,410.0 477.0,410.7326 477.5771
-0.47070312,-0.75341797,361.09525 478.09525,361.56595 478.84866
-0.19522095,0.19015503,365.90475 449.90475,366.09998 449.7146
-0.25405884,-0.67752075,414.0 448.0,414.25406 448.67752
-0.6347046,-0.23657227,591.0 384.5,591.6347 384.73657
-0.8793335,-0.27923584,606.0952 369.09525,606.97455 369.37448
-0.29382324,-0.078125,630.5 378.5,630.7938 378.57812
-0.24365234,-0.16015625,614.9048 394.09525,615.14844 394.2554
0.066833496,-0.53842163,626.9048 459.09525,626.83795 459.63367
0.23498535,-0.033966064,635.0 436.0,634.765 436.03397
-0.39154053,-0.1812439,676.5 444.0,676.89154 444.18124
-0.5778198,-0.18478394,669.0952 467.90475,669.67303 468.08954
-0.36335754,-0.35849,226.0 304.0,226.36336 304.3585
0.023086548,-0.5729675,156.0 297.0,155.97691 297.57297
-0.47398376,-0.12561035,186.0 248.73334,186.47398 248.85895
-0.7141113,-0.6117401,255.0 254.0,255.71411 254.61174
-0.2836914,-0.35534668,454.07407 583.37036,454.35776 583.7257
-0.8651123,-0.15679932,502.0 593.0,502.8651 593.1568
-0.31970215,-0.09277344,491.90475 630.9048,492.22446 630.99756
-0.072387695,0.014831543,444.09525 620.9048,444.16763 620.88995
