-0.72891235,0.099365234,478.09525 642.0952,478.82416 641.99585
-0.4597168,-0.04736328,594.0 635.0,594.4597 635.04736
-0.53863525,-0.15881348,609.57776 761.57776,610.1164 761.7366
-0.6062012,0.1774292,479.90475 769.9048,480.51096 769.72736
-0.8263855,-0.0014953613,385.6111 481.66666,386.4375 481.66815
-0.4378357,-0.5279541,388.90475 501.09525,389.3426 501.6232
-0.7247009,-0.62042236,361.22223 503.0,361.94693 503.62042
-0.67022705,-0.038726807,358.09525 483.90475,358.76547 483.94348
-0.51678467,-0.15222168,717.0952 590.9048,717.612 591.057
-0.39538574,-0.1765747,695.375 558.7083,695.7704 558.8849
-0.22198486,-0.07977295,728.9259 537.62964,729.1479 537.7094
-0.3678589,-0.064941406,751.5 568.86664,751.86786 568.9316
-0.7786255,-0.13726807,634.0 597.5,634.7786 597.63727
-0.34503174,-0.34594727,614.5 603.0,614.84503 603.34595
-0.41168213,-0.28289795,610.0952 579.0952,610.5069 579.3781
-0.17718506,0.064575195,629.9048 573.9048,630.082 573.8402
-0.36032104,-0.27774048,440.75 402.83334,441.11032 403.11108
-0.60894775,-0.28582764,435.0 440.0,435.60895 440.28583
-0.3471985,-0.6821594,374.5 435.0,374.8472 435.68216
0.12295532,-0.6167908,382.0 398.0,381.87704 398.6168
-0.94070435,-0.25006104,196.09525 650.9048,197.03595 651.15485
-0.22122192,-0.032104492,165.90475 657.9048,166.12598 657.9369
-0.6238251,-0.22137451,162.0 623.0,162.62383 623.2214
-1.1191559,0.13500977,192.0 617.0,193.11916 616.865
-0.96713257,-0.2762146,314.0 395.5,314.96713 395.7762
-0.7565918,-0.5442505,295.90475 389.09525,296.66135 389.6395
-0.02532959,0.18936157,299.90475 365.90475,299.93008 365.7154
-0.72610474,-0.07757568,318.0 372.0,318.7261 372.07758
-0.049102783,-0.020812988,446.0 727.0,446.0491 727.0208
-0.5774536,0.0579834,497.90475 732.9048,498.4822 732.8468
-0.60046387,-0.48065186,490.39395 773.0606,490.99442 773.54126
-0.1593628,-0.64556885,438.0 767.0,438.15936 767.64557
-0.7383423,-0.7926636,563.0 392.0,563.73834 392.79266
-0.4569702,-0.03652954,491.90475 396.90475,492.36172 396.94128
-0.89819336,-0.5289917,492.37036 364.07407,493.26855 364.60306
-0.47180176,-0.6275635,561.0 360.0,561.4718 360.62756
-0.40826416,-0.7261658,686.0 210.22223,686.40826 210.9484
-0.24829102,0.07296753,667.9048 211.09525,668.1531 211.02228
-0.29156494,-0.7048187,665.0 190.5,665.29156 191.20482
-0.46936035,0.026046753,682.9048 189.90475,683.37415 189.87871
-0.3557434,-0.03778076,486.5 623.0,486.85574 623.0378
-0.57888794,-0.19036865,497.0 670.0,497.5789 670.19037
-0.25219727,-0.5183716,461.0 692.0,461.2522 692.5184
-0.449646,-0.07684326,451.22223 645.0,451.67188 645.07684
-0.7675781,-0.54956055,649.0 267.0,649.7676 267.54956
-0.31884766,-0.54167175,611.0 246.0,611.31885 246.54167
-0.05303955,-0.42097473,626.0 196.26666,626.05304 196.68764
-0.34423828,-0.4819641,663.9394 217.39394,664.2836 217.8759
-0.4407959,-0.18029785,558.2222 540.0,558.663 540.1803
-0.41680908,-0.040039062,594.9048 537.9048,595.3216 537.9448
-0.2993164,-0.5836792,596.9048 563.9048,597.2041 564.48846
-0.5375366,-0.1720581,560.0 566.0,560.53754 566.17206
-0.40112305,-0.58135986,670.37036 534.0741,670.7715 534.65546
-0.121276855,-0.4166565,684.6061 447.0606,684.72736 447.47726
-0.46710205,-0.20852661,750.73334 467.0,751.20044 467.20853
-0.31622314,0.08911133,737.7778 555.0,738.094 554.9109
-0.52737427,-0.24107361,499.22223 155.55556,499.7496 155.79663
-0.6453247,-0.44607544,480.0 151.5,480.64532 151.94608
-0.06796265,-0.042884827,482.86667 124.666664,482.93463 124.70955
-0.4248352,-0.526062,501.90475 128.09525,502.3296 128.6213
-0.20983887,-0.51831055,562.9048 388.09525,563.1146 388.61356
-0.97961426,0.06561279,516.0 390.0,516.9796 389.9344
0.057128906,-0.1826477,517.0952 364.90475,517.0381 365.0874
0.14874268,-0.5388794,562.9048 362.90475,562.75604 363.44363
-0.7496948,-0.26327515,617.5 465.0,618.2497 465.26328
0.08392334,-0.39505005,633.7778 448.0,633.69385 448.39505
-0.1564331,-0.09887695,658.9048 458.90475,659.0612 459.00363
-0.24536133,-0.23828125,642.86664 475.66666,643.112 475.90494
-0.3994751,0.07122803,741.25 568.0,741.6495 567.9288
-0.31726074,-0.51397705,747.0 539.0,747.31726 539.514
-0.5546875,0.0009765625,793.0 549.0,793.5547 548.999
-0.29486084,-0.5947876,788.5833 577.3333,788.8782 577.9281
-0.3013916,-0.62745667,530.9048 173.09525,531.2062 173.7227
-0.6953125,-0.068847656,455.0 169.0,455.6953 169.06885
-0.3953247,-0.4076233,478.07407 124.37037,478.4694 124.77799
-0.6257324,-0.34347534,552.0 128.0,552.62573 128.34348
-0.2086792,-0.2064209,286.0 665.0,286.20868 665.2064
-0.41046143,-0.27331543,330.0 675.0,330.41046 675.2733
-1.0135803,-0.494812,319.92593 710.37036,320.9395 710.8652
-0.1055603,-0.29473877,277.0 700.0,277.10556 700.29474
-0.13769531,-1.1401367,648.9048 725.0952,649.0425 726.23535
-0.31591797,0.2434082,640.0 671.0,640.3159 670.7566
-0.6466675,-0.9779053,681.2222 671.0,681.8689 671.9779
-0.41326904,-0.43310547,691.0 725.0,691.41327 725.4331
-0.34301758,-0.08544922,541.0 569.0,541.343 569.08545
-0.21862793,-0.036132812,530.6667 542.75,530.8853 542.78613
-0.9213257,0.0048828125,551.0 533.0,551.9213 532.9951
-0.48101807,0.010620117,562.0952 558.9048,562.57623 558.89417
-0.34069824,-0.21661377,521.44446 339.77777,521.78516 339.9944
0.25128174,-0.22250366,539.44446 340.22223,539.1932 340.44473
-0.5545044,-0.4498291,536.0952 357.09525,536.6497 357.54507
-0.1696167,-0.023620605,518.75 356.66666,518.9196 356.69028
-0.3406372,-0.40042114,551.5 458.0,551.84064 458.40042
0.1326294,-0.14645386,562.0 437.0,561.8674 437.14645
-0.303833,-0.112701416,588.9048 443.90475,589.2086 444.01746
-0.7657471,-0.2746277,578.5 465.0,579.26575 465.27463
-0.58496094,0.053237915,375.0 226.0,375.58496 225.94676
-0.44415283,-0.25497437,324.0 288.0,324.44415 288.25497
-0.5952759,-0.19317627,276.0 271.0,276.59528 271.19318
-0.27069092,-0.4684143,326.90475 212.38095,327.17545 212.84937
-0.3071289,-0.37579346,740.0 479.0,740.3071 479.3758
-0.22192383,-0.5170593,728.5 404.86667,728.7219 405.38373
-0.6086426,-0.11117554,772.57776 396.4222,773.1864 396.5334
-0.7399292,-0.44421387,784.0 468.0,784.7399 468.4442
-0.35351562,-0.77960205,699.37036 390.07407,699.7239 390.85367
-0.17785645,-0.4729309,676.0 351.0,676.17786 351.47293
-0.65441895,0.18936157,719.2222 321.0,719.87665 320.81064
-0.1862793,-0.4055481,745.0 359.0,745.1863 359.40555
-1.0,0.0,556.0 540.0,557.0 540.0
-0.07159424,-0.095214844,529.9048 539.9048,529.9764 540.0
-0.048339844,-1.0,530.0 520.0,530.04834 521.0
-1.0,-0.5,556.0 520.5,557.0 521.0
-0.38952637,-0.11898804,576.5 374.0,576.8895 374.119
-0.50250244,-0.5114441,550.0 411.0,550.5025 411.51144
-0.1675415,0.032714844,522.62964 394.92593,522.7972 394.89322
-0.4319458,-0.0552063,548.26666 359.0,548.6986 359.0552
-0.34136963,-0.6333008,472.0 428.0,472.34137 428.6333
-0.611969,-0.44696045,466.90475 456.09525,467.51672 456.5422
-0.60131836,-0.21920776,423.0 452.0,423.60132 452.2192
-0.37826538,-0.3199768,429.0 424.0,429.37827 424.31998
-0.072143555,-0.52545166,579.55554 217.22223,579.6277 217.74768
-0.36358643,-0.50491333,581.0 197.0,581.3636 197.50491
-0.5292969,-0.1842041,608.2222 198.0,608.7515 198.1842
-0.60375977,-0.89378357,606.9048 218.09525,607.50854 218.98903
-0.0803833,0.042053223,817.0 860.0,817.0804 859.95795
-0.43878174,0.31622314,847.9259 861.62964,848.3647 861.3134
-0.8851929,-0.67718506,850.0 902.0,850.8852 902.6772
0.23901367,-0.814209,819.62964 899.9259,819.3906 900.7401
-0.71920776,-0.43597412,387.0 638.2222,387.7192 638.6582
-0.32855225,-0.24505615,353.0 625.0,353.32855 625.24506
-0.48483276,-0.20587158,372.09525 602.0952,372.58008 602.3011
-0.41052246,-0.32940674,405.90475 615.0952,406.31528 615.4246
-0.3284912,-0.47351074,603.86664 728.3333,604.1951 728.8068
-0.23040771,-0.5775757,642.0 657.0,642.2304 657.5776
-0.38897705,-0.06500244,697.4167 708.3333,697.80566 708.3983
