1907.0217,2731.511,1906.7264,2731.9392,379,-0.2952881,0.42822266
1985.9769,2703.7559,1986.6246,2703.743,379,0.6477051,-0.012939453
2021.2645,2796.203,2020.6327,2796.2576,379,-0.63183594,0.0546875
1939.9012,2826.2551,1939.1724,2825.2917,379,-0.72888184,-0.9633789
2028.6454,2688.436,2028.2368,2689.129,378,-0.40856934,0.6928711
2106.8643,2660.75,2107.3596,2661.1946,378,0.49536133,0.44458008
2143.3635,2752.011,2143.4182,2752.1104,378,0.0546875,0.099365234
2062.7964,2780.8862,2063.1904,2780.9895,378,0.39404297,0.103271484
2148.5115,2646.2505,2148.536,2646.4233,377,0.024414062,0.17285156
2225.2896,2618.5925,2226.308,2618.8345,377,1.0185547,0.24194336
2264.9424,2708.8848,2264.471,2708.2512,377,-0.47143555,-0.6335449
2185.0913,2737.4993,2185.404,2737.0696,377,0.31274414,-0.4296875
2266.4368,2603.567,2266.8315,2604.1992,376,0.3947754,0.6323242
2342.571,2575.955,2343.326,2576.8035,376,0.7548828,0.8483887
2383.1106,2664.8386,2383.4705,2664.9834,376,0.35986328,0.14477539
2305.3477,2693.4287,2305.7114,2693.149,376,0.36376953,-0.27978516
1859.3531,2595.0178,1859.4966,2595.8093,384,0.14343262,0.7915039
1937.0732,2568.6091,1937.4536,2568.974,384,0.3803711,0.36499023
1970.0033,2656.6716,1969.2607,2656.5671,384,-0.7425537,-0.10449219
1889.9073,2684.4949,1890.1475,2684.3792,384,0.2401123,-0.115722656
2383.111,2562.13,2383.4065,2562.1743,375,0.29541016,0.044433594
2458.292,2534.2307,2458.8975,2534.8994,375,0.60546875,0.6687012
2501.3386,2622.4785,2500.8457,2621.8157,375,-0.49291992,-0.6628418
2424.1196,2650.2917,2424.2842,2649.9534,375,0.16455078,-0.3383789
1978.341,2555.228,1977.8704,2555.1226,383,-0.47058105,-0.10546875
2054.1719,2527.7366,2054.7144,2528.568,383,0.54248047,0.83154297
2089.257,2614.9827,2088.9866,2614.6873,383,-0.2705078,-0.29541016
2011.085,2642.6907,2010.6873,2642.0588,383,-0.39770508,-0.63183594
2095.0408,2513.8037,2094.8218,2514.5063,382,-0.21899414,0.7026367
2170.085,2487.7969,2170.6763,2487.7856,382,0.5913086,-0.011230469
2207.2278,2572.5408,2206.768,2572.633,382,-0.4597168,0.092285156
2130.0366,2600.31,2129.7305,2600.2178,382,-0.30615234,-0.092285156
2209.9158,2472.9946,2210.127,2473.9556,381,0.21118164,0.9609375
2283.4707,2447.3777,2284.6147,2447.8027,381,1.144043,0.42504883
2322.5996,2531.82,2322.6797,2531.4175,381,0.080078125,-0.4025879
2246.8,2559.1,2246.9446,2558.4192,381,0.14453125,-0.6809082
1814.3971,2466.683,1814.8365,2467.0542,389,0.43945312,0.37109375
1889.9948,2441.0247,1890.5697,2441.232,389,0.5749512,0.20727539
