1763.5977,2769.1287,1764.3119,2770.153,320,0.7142334,1.0244141
1740.4124,2899.9846,1740.0717,2899.3604,320,-0.34069824,-0.6242676
1586.3933,2875.84,1586.4065,2875.9463,320,0.013183594,0.10620117
1613.1794,2746.713,1613.9576,2748.1233,320,0.77819824,1.4104004
1537.5135,2736.5234,1537.5289,2737.3772,315,0.015380859,0.85375977
1508.8969,2864.476,1508.0941,2864.2966,315,-0.8027344,-0.17944336
1358.6549,2841.432,1359.7888,2841.2366,315,1.1339111,-0.1953125
1391.2927,2715.9187,1392.0372,2716.5857,315,0.74450684,0.6669922
1318.0764,2704.9675,1318.6063,2705.4685,310,0.5299072,0.50097656
1283.6926,2829.5605,1284.9445,2829.4246,310,1.251831,-0.13598633
1140.044,2807.6487,1140.7089,2807.6152,310,0.664917,-0.033447266
1176.8065,2683.8125,1178.1777,2685.1516,310,1.3712158,1.3391113
1105.7275,2674.455,1105.4093,2675.4182,305,-0.3182373,0.96313477
1067.1908,2796.9648,1067.282,2796.511,305,0.09118652,-0.45385742
927.3829,2775.25,928.24097,2775.193,305,0.85809326,-0.056884766
968.25684,2654.9836,969.5533,2655.7195,305,1.2964478,0.73583984
900.3148,2645.9834,900.45044,2645.8057,300,0.13562012,-0.17773438
857.32104,2764.3967,857.5574,2764.3389,300,0.23632812,-0.057861328
721.5545,2744.093,723.6177,2743.6165,300,2.0631714,-0.4765625
768.3394,2626.724,769.6477,2626.9043,300,1.3082886,0.18017578
1797.6107,2584.8152,1798.5784,2584.8826,321,0.96765137,0.06738281
1776.0834,2706.3,1776.1381,2705.3623,321,0.0546875,-0.93774414
1627.0707,2684.4304,1627.6324,2684.4014,321,0.5617676,-0.029052734
1653.1179,2566.059,1653.4382,2565.7783,321,0.3203125,-0.28076172
1579.3627,2556.0454,1579.3335,2556.027,316,-0.029174805,-0.018310547
1552.34,2674.1104,1552.0732,2674.0024,316,-0.26672363,-0.107910156
1407.6342,2653.615,1408.581,2653.9138,316,0.9468994,0.29882812
1438.8363,2538.3743,1438.9502,2537.8333,316,0.1138916,-0.5410156
1366.584,2528.0325,1366.9622,2528.4124,311,0.37817383,0.3798828
1335.0203,2644.3853,1335.162,2643.7683,311,0.14172363,-0.61694336
