-0.9915619,-0.4618225
-0.40679932,-0.22009277
-0.68177795,-0.26208496
-0.37745667,-0.18023682
-0.40545654,-0.35864258
-0.48614502,-0.42840576
-0.21899414,-0.22076416
-0.0345459,-0.4633789
0.14678955,-0.26519775
0.19049072,-0.39678955
0.07702637,-0.51623535
-0.34143066,-0.44470215
-0.3814087,-0.11987305
-0.41940308,-0.08648682
-0.67904663,-0.8148804
-0.5357666,-0.7583008
-1.0521698,-0.067871094
-1.0128479,-0.15948486
-1.1040039,0.16015625
-0.59968567,-0.13580322
-0.45288086,0.038757324
-0.63726807,-0.5611267
-0.3635559,-0.25094604
-0.5369568,0.0050964355
